,Player,Week,FPts,xFP,Diff
3466,Zaire Mitchell,5,1.3,1.46,-0.16
1447,Jake Bobo,7,1.3,1.46,-0.16
268,Bo Melton,6,0.3,0.46,-0.16
1919,Julius Chestnut,8,0.5,0.66,-0.16
2698,Raheem Mostert,7,1.2,1.36,-0.16
3061,Tommy Tremble,8,1.4,1.56,-0.16
3288,Tyler Huntley,8,16.74,16.91,-0.17
2975,Taysom Hill,8,2.2,2.37,-0.17
329,Brevyn Spann-Ford,2,1.3,1.47,-0.17
2177,Kyler Murray,2,15.0,15.17,-0.17
3393,Woody Marks,3,4.6,4.77,-0.17
3405,Xavier Hutchinson,2,4.9,5.08,-0.18
133,Andre Baccellia,11,1.5,1.68,-0.18
2381,Mason Taylor,6,1.2,1.38,-0.18
2858,Samaje Perine,9,0.5,0.68,-0.18
2252,Luke Schoonmaker,4,2.8,2.98,-0.18
1623,Jayden Daniels,1,20.12,20.31,-0.19
65,Adam Trautman,10,1.2,1.39,-0.19
2215,LeQuint Allen,6,2.2,2.39,-0.19
3150,Trevor Etienne,2,1.2,1.39,-0.19
2410,Max Brosmer,3,1.16,1.35,-0.19
2545,Noah Fant,2,5.8,5.99,-0.19
3241,Tyjae Spears,11,8.4,8.6,-0.2
330,Brevyn Spann-Ford,6,1.2,1.4,-0.2
863,Davis Allen,3,1.3,1.5,-0.2
631,Cole Kmet,12,1.3,1.5,-0.2
1501,Jalen Milroe,3,0.3,0.5,-0.2
113,Alvin Kamara,12,3.5,3.7,-0.2
285,Braelon Allen,3,6.7,6.9,-0.2
1910,Julian Hill,4,2.9,3.1,-0.2
787,Dare Ogunbowale,9,1.2,1.41,-0.21
374,Brock Wright,12,5.9,6.11,-0.21
2216,LeQuint Allen,7,1.4,1.61,-0.21
1980,KaVontae Turpin,4,6.4,6.62,-0.22
1118,Emanuel Wilson,1,0.4,0.62,-0.22
2746,Reggie Gilliam,12,1.2,1.42,-0.22
3121,Tre Harris,10,2.4,2.62,-0.22
3360,Van Jefferson,2,3.0,3.22,-0.22
1238,Gunnar Heim,7,7.6,7.82,-0.22
1760,John FitzPatrick,11,1.5,1.73,-0.23
2285,Mack Hollins,9,2.9,3.13,-0.23
469,Carson Wentz,5,14.74,14.97,-0.23
3141,TreVeyon Henderson,8,6.5,6.73,-0.23
3312,Tyler Warren,1,14.9,15.13,-0.23
3313,Tyler Warren,2,11.9,12.13,-0.23
1242,Gunnar Heim,12,11.1,11.33,-0.23
1418,Jacory Croskey-Merritt,4,7.7,7.94,-0.24
1157,Feleipe Franks,6,0.2,0.44,-0.24
1762,John Metchie,2,1.0,1.24,-0.24
2942,TJ Hockenson,10,2.8,3.04,-0.24
2566,Olamide Zaccheaus,3,6.6,6.84,-0.24
1465,Jake Tonges,2,7.1,7.34,-0.24
2181,Kyren Williams,1,13.9,14.14,-0.24
1191,George Holani,9,0.9,1.15,-0.25
1063,Dylan Drummond,12,4.8,5.05,-0.25
1878,Josh Oliver,12,1.4,1.65,-0.25
1224,Greg Dortch,7,2.5,2.75,-0.25
618,Colby Parkinson,9,3.0,3.26,-0.26
950,Demarcus Robinson,8,4.5,4.76,-0.26
2500,Najee Harris,1,2.0,2.26,-0.26
3054,Tommy Tremble,1,1.2,1.46,-0.26
2880,Scott Matlock,4,1.1,1.36,-0.26
1053,Durham Smythe,12,1.4,1.66,-0.26
332,Brevyn Spann-Ford,11,1.4,1.66,-0.26
2639,Patrick Ricard,10,0.3,0.56,-0.26
364,Brock Purdy,1,18.78,19.05,-0.27
2854,Samaje Perine,5,4.9,5.17,-0.27
1615,Jaxson Dart,3,0.3,0.57,-0.27
2852,Samaje Perine,3,1.1,1.37,-0.27
3263,Tyler Badie,5,2.6,2.87,-0.27
2225,Luke Farrell,1,1.4,1.67,-0.27
2232,Luke Farrell,12,1.3,1.57,-0.27
756,Dalton Schultz,8,4.4,4.68,-0.28
197,Austin Hooper,12,6.9,7.18,-0.28
674,Courtland Sutton,10,5.4,5.68,-0.28
595,Christopher Brooks,4,1.1,1.38,-0.28
2089,Kenny Pickett,10,0.0,0.28,-0.28
2744,Ray-Ray McCloud,9,1.5,1.78,-0.28
1775,Johnny Mundt,11,4.5,4.78,-0.28
2749,Rhamondre Stevenson,3,6.6,6.88,-0.28
1941,Justin Fields,11,20.34,20.63,-0.29
2524,Nick Westbrook,4,1.1,1.39,-0.29
2211,LeQuint Allen,1,2.1,2.39,-0.29
2508,Nathan Carter,3,3.6,3.89,-0.29
2491,Mitchell Tinsley,9,3.7,3.99,-0.29
2456,Michael Wilson,6,8.4,8.7,-0.3
589,Christian Watson,9,7.8,8.1,-0.3
2227,Luke Farrell,4,3.0,3.3,-0.3
2035,Kedon Slovis,10,0.0,0.3,-0.3
3402,Xavier Gipson,8,1.3,1.6,-0.3
3146,Trent Sherfield,1,1.3,1.6,-0.3
1756,John FitzPatrick,1,1.2,1.5,-0.3
1853,Josh Downs,3,5.4,5.71,-0.31
2684,Rachaad White,1,2.6,2.91,-0.31
219,Bam Knight,12,13.2,13.51,-0.31
324,Brenton Strange,4,10.5,10.81,-0.31
2937,TJ Hockenson,4,7.9,8.21,-0.31
2567,Olamide Zaccheaus,4,9.1,9.41,-0.31
1412,Jacoby Brissett,11,26.88,27.19,-0.31
2897,Skyy Moore,5,0.1,0.42,-0.32
1580,Jarrett Stidham,8,-0.1,0.22,-0.32
1407,Jacoby Brissett,5,0.0,0.32,-0.32
2879,Savion Williams,12,0.0,0.32,-0.32
1906,JuJu Smith-Schuster,9,1.2,1.52,-0.32
979,Devin Neal,8,4.1,4.42,-0.32
2714,Rashid Shaheed,4,9.2,9.52,-0.32
2200,Ladd McConkey,9,9.6,9.92,-0.32
581,Christian McCaffrey,6,24.1,24.43,-0.33
2220,LeQuint Allen,12,0.2,0.53,-0.33
784,Dare Ogunbowale,1,3.6,3.93,-0.33
1354,J.K. Dobbins,7,9.0,9.33,-0.33
823,Davante Adams,3,14.6,14.93,-0.33
485,Cedrick Wilson,8,1.2,1.53,-0.33
1213,Grant Calcaterra,4,2.6,2.93,-0.33
83,Alec Ingold,8,1.0,1.33,-0.33
3455,Zach Ertz,4,6.1,6.43,-0.33
800,Darius Slayton,12,3.3,3.63,-0.33
3344,Tyrod Taylor,3,18.68,19.01,-0.33
1571,Jared Goff,7,12.34,12.68,-0.34
1059,Dyami Brown,7,7.0,7.34,-0.34
1940,Justin Fields,10,7.96,8.3,-0.34
2771,Rico Dowdle,10,15.3,15.65,-0.35
992,Devin Singletary,10,10.3,10.65,-0.35
3045,Tim Patrick,4,0.9,1.25,-0.35
2296,Malik Davis,9,0.3,0.65,-0.35
3487,Zay Jones,1,1.4,1.75,-0.35
3367,Van Jefferson,11,11.2,11.55,-0.35
2556,Noah Gray,4,1.1,1.46,-0.36
2036,Kedon Slovis,12,-0.08,0.28,-0.36
1927,Justice Hill,8,0.2,0.56,-0.36
1379,Ja'Tavion Sanders,9,1.5,1.86,-0.36
596,Christopher Brooks,6,0.1,0.47,-0.37
977,Devin Neal,1,0.9,1.27,-0.37
2675,RJ Harvey,3,4.6,4.97,-0.37
1332,Isaiah Likely,8,2.8,3.17,-0.37
1594,Javonte Williams,3,13.2,13.57,-0.37
2110,Khalil Shakir,9,11.3,11.68,-0.38
1590,Jauan Jennings,11,9.4,9.78,-0.38
1885,Josh Whyle,12,1.1,1.48,-0.38
957,Derius Davis,10,1.3,1.68,-0.38
1798,Jonnu Smith,12,5.8,6.18,-0.38
2735,Ray Davis,4,0.3,0.68,-0.38
1248,Harold Fannin,3,5.5,5.89,-0.39
1706,Jeremy Ruckert,10,1.0,1.39,-0.39
1076,Dylan Sampson,11,1.9,2.29,-0.39
867,Davis Allen,7,1.4,1.79,-0.39
2032,Keaton Mitchell,10,3.1,3.49,-0.39
1803,Jordan Addison,9,8.4,8.8,-0.4
1051,Drew Sample,12,1.0,1.4,-0.4
3464,Zach Wilson,8,0.0,0.4,-0.4
1112,Elijah Moore,4,0.0,0.4,-0.4
2137,Kyle Juszczyk,7,1.8,2.21,-0.41
3155,Trevor Etienne,11,0.2,0.61,-0.41
2018,Kayshon Boutte,3,4.8,5.21,-0.41
1116,Elijah Moore,10,2.8,3.21,-0.41
847,David Njoku,2,8.0,8.41,-0.41
1236,Gunnar Heim,5,7.4,7.82,-0.42
3278,Tyler Goodson,10,0.4,0.82,-0.42
48,Adam Prentice,9,0.2,0.62,-0.42
1158,Feleipe Franks,12,0.2,0.62,-0.42
2980,Teddy Bridgewater,11,-0.1,0.32,-0.42
2962,Tanner Conner,8,2.6,3.03,-0.43
2173,Kylen Granson,1,1.1,1.53,-0.43
2979,Teddy Bridgewater,7,-0.1,0.33,-0.43
2265,Luther Burden,8,0.9,1.33,-0.43
2411,Max Brosmer,5,-0.1,0.33,-0.43
1693,Jeremy McNichols,5,2.8,3.23,-0.43
2212,LeQuint Allen,2,1.3,1.74,-0.44
1772,Johnny Mundt,6,2.4,2.84,-0.44
1406,Jacoby Brissett,2,0.2,0.64,-0.44
999,Dillon Gabriel,4,0.0,0.44,-0.44
2982,Tee Higgins,1,6.3,6.74,-0.44
548,Chris Moore,7,7.9,8.35,-0.45
1331,Isaiah Likely,6,2.6,3.05,-0.45
3403,Xavier Gipson,12,1.3,1.75,-0.45
2709,Rasheen Ali,1,0.5,0.95,-0.45
2415,Michael Carter,4,0.1,0.55,-0.45
118,Ameer Abdullah,8,1.8,2.26,-0.46
1668,Jaylen Wright,11,0.4,0.86,-0.46
2887,Sean Tucker,7,1.6,2.06,-0.46
3147,Trent Sherfield,2,1.3,1.76,-0.46
2778,Robert Tonyan,11,1.1,1.56,-0.46
654,Cooper Kupp,4,6.6,7.06,-0.46
3471,Zavier Scott,3,6.0,6.46,-0.46
1197,George Kittle,9,6.9,7.36,-0.46
2817,Russell Wilson,6,0.0,0.46,-0.46
1743,Joe Flacco,6,18.76,19.23,-0.47
3275,Tyler Goodson,4,1.0,1.47,-0.47
1069,Dylan Sampson,3,0.2,0.67,-0.47
3369,Wan'Dale Robinson,1,11.5,11.97,-0.47
2619,Pat Freiermuth,2,6.1,6.57,-0.47
3268,Tyler Badie,11,1.0,1.48,-0.48
978,Devin Neal,7,0.1,0.58,-0.48
2884,Sean Tucker,1,0.2,0.68,-0.48
2945,Tahj Brooks,3,1.7,2.18,-0.48
2015,Kareem Hunt,12,24.0,24.48,-0.48
1091,Elijah Arroyo,4,6.4,6.89,-0.49
1073,Dylan Sampson,7,2.7,3.19,-0.49
2851,Samaje Perine,1,2.6,3.09,-0.49
2001,Kameron Johnson,5,0.2,0.69,-0.49
553,Chris Olave,4,10.0,10.5,-0.5
864,Davis Allen,4,1.0,1.5,-0.5
2140,Kyle Juszczyk,10,2.8,3.3,-0.5
608,Chuba Hubbard,10,2.5,3.0,-0.5
256,Blake Corum,3,5.3,5.81,-0.51
1049,Drew Sample,5,0.9,1.41,-0.51
2295,Malik Davis,8,0.3,0.81,-0.51
2874,Savion Williams,6,0.3,0.81,-0.51
293,Brandin Cooks,7,1.3,1.81,-0.51
149,Andy Dalton,3,-0.1,0.41,-0.51
3060,Tommy Tremble,7,1.0,1.51,-0.51
2149,Kyle Monangai,9,25.8,26.32,-0.52
3134,TreVeyon Henderson,1,11.1,11.62,-0.52
266,Blake Whiteheart,6,1.0,1.52,-0.52
1673,Jaylin Lane,5,2.6,3.12,-0.52
3468,Zamir White,1,0.8,1.32,-0.52
1125,Emanuel Wilson,10,1.4,1.92,-0.52
1862,Josh Jacobs,2,14.4,14.93,-0.53
1164,Gabe Davis,12,3.2,3.73,-0.53
3154,Trevor Etienne,8,1.6,2.13,-0.53
153,Anthony Gould,7,1.3,1.83,-0.53
24,AJ Dillon,5,1.2,1.73,-0.53
2506,Nate Adkins,7,4.0,4.53,-0.53
648,Connor Heyward,9,0.4,0.94,-0.54
1731,Jimmy Horn,5,5.1,5.64,-0.54
155,Anthony Richardson,5,2.26,2.8,-0.54
2842,Sam LaPorta,1,13.9,14.45,-0.55
2976,Taysom Hill,9,3.0,3.55,-0.55
3152,Trevor Etienne,5,3.9,4.45,-0.55
287,Brandin Cooks,1,5.6,6.15,-0.55
2786,Roman Wilson,11,2.7,3.26,-0.56
1066,Dylan Laube,7,1.4,1.96,-0.56
1217,Grant Stuard,11,0.0,0.56,-0.56
2931,Sterling Shepard,10,6.1,6.66,-0.56
2986,Tee Higgins,5,11.2,11.76,-0.56
1270,Hunter Henry,7,7.3,7.86,-0.56
2819,Ryan Flournoy,3,4.1,4.67,-0.57
50,Adam Prentice,11,2.4,2.97,-0.57
1714,Jerome Ford,7,3.0,3.58,-0.58
565,Chris Rodriguez,8,0.2,0.78,-0.58
1635,Jayden Higgins,8,13.4,13.99,-0.59
2441,Michael Pittman Jr.,2,8.0,8.59,-0.59
2542,Noah Brown,1,4.7,5.29,-0.59
5,A.J. Brown,6,14.0,14.59,-0.59
2139,Kyle Juszczyk,9,2.2,2.79,-0.59
3164,Trevor Lawrence,10,11.82,12.42,-0.6
1831,Jordan Whittington,1,0.5,1.1,-0.6
300,Brashard Smith,6,5.1,5.7,-0.6
984,Devin Singletary,2,1.0,1.61,-0.61
1645,Jaylen Waddle,1,7.0,7.61,-0.61
1147,Evan Engram,1,5.1,5.71,-0.61
3488,Zay Jones,3,4.5,5.11,-0.61
162,Arian Smith,3,2.2,2.82,-0.62
1500,Jalen Milroe,1,0.1,0.72,-0.62
2389,Mason Tipton,12,6.3,6.93,-0.63
943,Deebo Samuel,9,9.4,10.03,-0.63
3219,Tucker Kraft,9,4.0,4.63,-0.63
913,DeMario Douglas,7,4.7,5.33,-0.63
1987,Kaleb Johnson,2,0.1,0.73,-0.63
3070,Tony Pollard,7,12.1,12.73,-0.63
601,Chuba Hubbard,1,17.9,18.53,-0.63
697,DJ Giddens,3,0.3,0.94,-0.64
1986,Kaleb Johnson,1,-0.2,0.44,-0.64
2256,Luke Schoonmaker,9,2.4,3.04,-0.64
119,Ameer Abdullah,9,1.5,2.14,-0.64
2119,Kimani Vidal,10,17.8,18.44,-0.64
1653,Jaylen Waddle,9,14.2,14.84,-0.64
2570,Olamide Zaccheaus,8,10.3,10.95,-0.65
1430,Jahan Dotson,6,2.7,3.35,-0.65
2495,Mo Alie-Cox,6,2.6,3.25,-0.65
2412,Max Brosmer,8,0.52,1.17,-0.65
2121,Kirk Cousins,3,1.16,1.81,-0.65
2096,Keon Coleman,8,6.0,6.65,-0.65
2809,Romeo Doubs,12,4.3,4.95,-0.65
2477,Mitch Trubisky,8,0.88,1.54,-0.66
1517,Jalen Tolbert,4,10.1,10.76,-0.66
1201,George Pickens,1,6.0,6.66,-0.66
3314,Tyler Warren,3,6.8,7.46,-0.66
2582,Ollie Gordon,9,1.9,2.56,-0.66
2870,Savion Williams,1,1.1,1.77,-0.67
3276,Tyler Goodson,8,0.2,0.87,-0.67
2162,Kyle Pitts,11,3.4,4.07,-0.67
2029,Keaton Mitchell,5,2.3,2.97,-0.67
1792,Jonnu Smith,6,5.8,6.47,-0.67
2912,Stefon Diggs,2,7.2,7.88,-0.68
1218,Greg Dortch,1,0.8,1.48,-0.68
645,Connor Heyward,4,0.2,0.88,-0.68
2259,Luther Burden,1,0.7,1.38,-0.68
2426,Michael Mayer,7,2.0,2.68,-0.68
537,Chimere Dike,11,3.4,4.08,-0.68
27,Aaron Jones,2,2.3,2.98,-0.68
1718,Jerome Ford,12,-0.3,0.39,-0.69
2583,Ollie Gordon,10,-0.3,0.39,-0.69
44,Adam Prentice,4,0.4,1.09,-0.69
2599,Owen Wright,12,0.6,1.29,-0.69
2843,Sam LaPorta,2,5.6,6.29,-0.69
2294,Malachi Corley,12,1.2,1.9,-0.7
2166,Kyle Williams,4,-0.2,0.5,-0.7
1374,Ja'Tavion Sanders,1,4.7,5.4,-0.7
407,Cade Otton,2,5.5,6.2,-0.7
1209,George Pickens,9,13.9,14.61,-0.71
1697,Jeremy McNichols,9,0.0,0.71,-0.71
1402,Jackson Hawes,9,2.8,3.51,-0.71
1868,Josh Jacobs,9,20.0,20.72,-0.72
2282,Mack Hollins,6,4.8,5.52,-0.72
2610,Pat Bryant,2,3.8,4.52,-0.72
1877,Josh Oliver,11,0.7,1.42,-0.72
2087,Kenneth Walker,12,13.1,13.82,-0.72
3012,Tetairoa McMillan,5,13.3,14.03,-0.73
2094,Keon Coleman,5,11.3,12.03,-0.73
2011,Kareem Hunt,7,1.8,2.53,-0.73
643,Connor Colby,7,0.9,1.63,-0.73
2647,Puka Nacua,6,4.8,5.53,-0.73
1684,Jaylin Noel,7,11.7,12.44,-0.74
88,Alec Pierce,6,6.8,7.54,-0.74
911,DeMario Douglas,5,3.7,4.45,-0.75
3229,Ty Johnson,5,1.0,1.75,-0.75
3359,Ulysses Bentley,1,0.0,0.75,-0.75
1280,Hunter Long,6,3.9,4.65,-0.75
3245,Tylan Wallace,4,2.4,3.16,-0.76
2958,Tanner Conner,3,2.3,3.06,-0.76
3091,Travis Etienne,11,19.3,20.07,-0.77
1041,Drake Maye,10,19.1,19.87,-0.77
2050,Kendre Miller,1,2.4,3.17,-0.77
1971,Juwan Johnson,6,2.5,3.27,-0.77
1287,Hunter Luepke,8,0.2,0.97,-0.77
2701,Raheem Mostert,11,3.3,4.07,-0.77
387,Brycen Tremayne,2,7.8,8.57,-0.77
1281,Hunter Long,7,3.6,4.38,-0.78
1148,Evan Engram,2,2.2,2.98,-0.78
1263,Hassan Haskins,7,2.5,3.28,-0.78
676,Craig Reynolds,2,0.4,1.18,-0.78
2562,Noah Gray,12,5.5,6.29,-0.79
235,Bhayshul Tuten,4,3.2,3.99,-0.79
2732,Ray Davis,1,1.1,1.9,-0.8
1241,Gunnar Heim,11,6.9,7.7,-0.8
1925,Justice Hill,5,2.2,3.0,-0.8
3228,Ty Johnson,4,0.0,0.8,-0.8
1220,Greg Dortch,3,2.8,3.6,-0.8
1272,Hunter Henry,9,9.1,9.9,-0.8
471,Carson Wentz,8,8.76,9.56,-0.8
938,Deebo Samuel,3,4.9,5.71,-0.81
1584,Jauan Jennings,4,6.4,7.21,-0.81
2484,Mitchell Evans,7,4.4,5.21,-0.81
2954,Tank Bigsby,10,0.7,1.51,-0.81
239,Bhayshul Tuten,9,9.6,10.41,-0.81
2946,Tahj Brooks,9,0.1,0.92,-0.82
2922,Stefon Diggs,12,4.0,4.82,-0.82
2774,Riley Leonard,8,0.1,0.93,-0.83
339,Brian Robinson,6,3.8,4.63,-0.83
2523,Nick Westbrook,2,3.8,4.63,-0.83
1488,Jalen Coker,12,6.2,7.03,-0.83
2464,Mike Evans,3,13.3,14.13,-0.83
380,Bryce Young,5,14.02,14.86,-0.84
1503,Jalen Nailor,1,3.8,4.64,-0.84
1836,Jordan Whittington,6,5.3,6.14,-0.84
3186,Troy Franklin,1,8.4,9.24,-0.84
649,Connor Heyward,11,0.3,1.14,-0.84
517,Chig Okonkwo,1,4.9,5.74,-0.84
650,Connor Heyward,12,0.0,0.84,-0.84
1486,Jalen Coker,10,5.1,5.94,-0.84
2145,Kyle Monangai,4,1.8,2.65,-0.85
715,DK Metcalf,7,8.0,8.86,-0.86
3019,Tetairoa McMillan,12,11.5,12.36,-0.86
77,Adrian Martinez,9,-0.1,0.76,-0.86
611,Clyde Edwards-Helaire,9,0.5,1.36,-0.86
1320,Isaiah Davis,4,4.7,5.56,-0.86
2382,Mason Taylor,7,6.1,6.96,-0.86
2806,Romeo Doubs,9,16.1,16.97,-0.87
952,Demarcus Robinson,10,6.4,7.27,-0.87
1730,Jimmy Garoppolo,7,-0.3,0.57,-0.87
2445,Michael Pittman Jr.,6,4.0,4.87,-0.87
2306,Malik Nabers,4,4.0,4.87,-0.87
3031,Theo Johnson,2,7.4,8.28,-0.88
2877,Savion Williams,10,2.2,3.08,-0.88
1006,Dont'e Thornton,1,6.5,7.38,-0.88
1121,Emanuel Wilson,6,1.7,2.58,-0.88
3348,Tyrone Tracy,2,9.1,9.98,-0.88
1780,Jonathan Taylor,4,14.6,15.49,-0.89
1256,Harold Fannin,12,8.4,9.29,-0.89
3140,TreVeyon Henderson,7,0.5,1.39,-0.89
692,D'Ernest Johnson,7,0.0,0.89,-0.89
237,Bhayshul Tuten,6,4.8,5.69,-0.89
411,Cade Otton,7,13.5,14.39,-0.89
580,Christian McCaffrey,5,27.9,28.79,-0.89
476,Casey Washington,7,2.7,3.6,-0.9
222,Beaux Collins,8,2.8,3.71,-0.91
259,Blake Corum,6,2.3,3.21,-0.91
502,Charlie Woerner,3,0.5,1.42,-0.92
1682,Jaylin Noel,4,1.0,1.92,-0.92
2331,Mark Andrews,5,4.2,5.13,-0.93
1044,Drew Lock,3,0.5,1.43,-0.93
2438,Michael Penix Jr.,10,11.98,12.92,-0.94
2184,Kyren Williams,4,11.4,12.34,-0.94
1776,Johnny Mundt,12,2.2,3.14,-0.94
439,Calvin Ridley,2,8.7,9.64,-0.94
2859,Saquon Barkley,1,18.4,19.34,-0.94
2677,RJ Harvey,5,6.0,6.95,-0.95
2341,Marquez Valdes-Scantling,6,4.2,5.15,-0.95
3419,Xavier Legette,8,3.7,4.65,-0.95
2054,Kendre Miller,5,5.9,6.86,-0.96
2818,Russell Wilson,10,3.0,3.96,-0.96
1854,Josh Downs,4,6.4,7.36,-0.96
276,Bo Nix,6,13.36,14.32,-0.96
3407,Xavier Hutchinson,4,3.7,4.67,-0.97
1879,Josh Reynolds,1,3.8,4.77,-0.97
3274,Tyler Goodson,3,0.6,1.57,-0.97
2944,TJ Hockenson,12,5.9,6.88,-0.98
2129,Kyle Allen,4,-0.2,0.78,-0.98
531,Chimere Dike,4,-0.4,0.58,-0.98
57,Adam Thielen,10,3.6,4.58,-0.98
3195,Troy Franklin,10,15.0,15.98,-0.98
1968,Juwan Johnson,3,11.1,12.08,-0.98
90,Alec Pierce,8,8.9,9.88,-0.98
2546,Noah Fant,3,6.6,7.58,-0.98
1468,Jake Tonges,5,17.1,18.09,-0.99
1325,Isaiah Davis,10,2.1,3.09,-0.99
52,Adam Thielen,2,4.6,5.59,-0.99
946,Demarcus Robinson,4,3.0,3.99,-0.99
1283,Hunter Luepke,4,0.6,1.6,-1.0
2049,Kendall Milton,11,0.2,1.2,-1.0
1466,Jake Tonges,3,4.1,5.1,-1.0
1047,Drew Sample,2,1.7,2.7,-1.0
1828,Jordan Mason,12,4.2,5.21,-1.01
1886,Josh Williams,8,1.1,2.11,-1.01
593,Christopher Brooks,1,1.3,2.31,-1.01
2661,Quinn Ewers,7,2.12,3.13,-1.01
806,Darnell Mooney,9,2.5,3.52,-1.02
1680,Jaylin Noel,1,1.7,2.72,-1.02
1409,Jacoby Brissett,7,20.76,21.79,-1.03
673,Courtland Sutton,9,10.0,11.03,-1.03
3438,Xavier Worthy,8,10.3,11.33,-1.03
3026,Tez Johnson,8,9.3,10.33,-1.03
2934,TJ Hockenson,1,4.5,5.53,-1.03
157,Antonio Gibson,2,3.8,4.84,-1.04
3093,Travis Homer,11,-0.2,0.84,-1.04
859,David Sills,11,2.1,3.15,-1.05
637,Colston Loveland,7,5.4,6.45,-1.05
3287,Tyler Huntley,6,6.62,7.67,-1.05
2367,Marvin Mims,6,4.8,5.85,-1.05
2157,Kyle Pitts,6,4.8,5.85,-1.05
1106,Elijah Higgins,10,3.9,4.95,-1.05
1021,Dontayvion Wicks,11,1.9,2.95,-1.05
78,Albert Okwuegbunam,5,8.6,9.66,-1.06
1951,Justin Herbert,10,14.7,15.76,-1.06
1902,JuJu Smith-Schuster,5,3.7,4.77,-1.07
3148,Trent Sherfield,5,2.5,3.57,-1.07
3252,Tyler Allgeier,4,11.1,12.17,-1.07
2589,Omarion Hampton,5,13.0,14.07,-1.07
899,DeAndre Hopkins,3,2.3,3.37,-1.07
158,Antonio Gibson,3,2.8,3.88,-1.08
2092,Keon Coleman,3,5.0,6.08,-1.08
3069,Tony Pollard,6,6.7,7.79,-1.09
2665,Quinshon Judkins,5,16.8,17.89,-1.09
3307,Tyler Shough,3,0.0,1.09,-1.09
2591,Oronde Gadsden,4,3.6,4.69,-1.09
3277,Tyler Goodson,9,1.8,2.9,-1.1
3429,Xavier Smith,11,1.8,2.9,-1.1
1945,Justin Herbert,4,14.52,15.63,-1.11
2992,Tee Higgins,12,8.1,9.21,-1.11
935,DeeJay Dallas,6,0.0,1.12,-1.12
592,Christian Watson,12,9.9,11.03,-1.13
926,DeVonta Smith,8,14.4,15.53,-1.13
1520,Jalen Tolbert,7,2.6,3.73,-1.13
294,Brandin Cooks,8,5.2,6.33,-1.13
479,Cedric Tillman,2,10.2,11.33,-1.13
85,Alec Pierce,1,4.6,5.73,-1.13
2607,Parker Washington,10,11.9,13.04,-1.14
55,Adam Thielen,7,2.0,3.14,-1.14
1232,Gunnar Heim,1,2.6,3.74,-1.14
1818,Jordan Mason,1,8.5,9.64,-1.14
693,D'Ernest Johnson,10,0.1,1.25,-1.15
1169,Gardner Minshew,4,-0.3,0.85,-1.15
3322,Tyler Warren,12,9.5,10.65,-1.15
2994,Terrance Ferguson,6,0.0,1.16,-1.16
1694,Jeremy McNichols,6,6.5,7.66,-1.16
2428,Michael Mayer,10,5.2,6.37,-1.17
3490,Zay Jones,6,12.9,14.08,-1.18
1160,Foster Moreau,8,0.0,1.18,-1.18
2248,Luke Musgrave,12,1.7,2.88,-1.18
302,Brashard Smith,8,0.8,1.98,-1.18
2694,Rachaad White,12,5.2,6.39,-1.19
555,Chris Olave,6,15.8,17.0,-1.2
1012,Dont'e Thornton,10,1.4,2.6,-1.2
264,Blake Corum,12,2.4,3.61,-1.21
2526,Nick Westbrook,7,4.6,5.81,-1.21
1212,Grant Calcaterra,2,1.6,2.81,-1.21
3256,Tyler Allgeier,9,0.6,1.81,-1.21
1963,Justin Jefferson,12,8.8,10.02,-1.22
2104,Khalil Shakir,2,2.2,3.42,-1.22
3478,Zay Flowers,3,3.3,4.52,-1.22
3295,Tyler Johnson,10,0.0,1.22,-1.22
1383,Jacardia Wright,3,2.0,3.22,-1.22
348,Brian Thomas,4,10.6,11.82,-1.22
1013,Dont'e Thornton,12,2.4,3.63,-1.23
1710,Jerome Ford,3,5.0,6.23,-1.23
2856,Samaje Perine,7,3.1,4.34,-1.24
1686,Jaylin Noel,9,-0.3,0.94,-1.24
1277,Hunter Long,3,3.2,4.44,-1.24
988,Devin Singletary,6,1.0,2.24,-1.24
1712,Jerome Ford,5,5.8,7.05,-1.25
2098,Keon Coleman,10,13.6,14.85,-1.25
3262,Tyler Badie,4,2.1,3.35,-1.25
3016,Tetairoa McMillan,9,8.6,9.85,-1.25
1841,Josh Allen,2,11.82,13.08,-1.26
3151,Trevor Etienne,4,3.3,4.56,-1.26
2010,Kareem Hunt,6,4.4,5.66,-1.26
1094,Elijah Arroyo,7,7.2,8.46,-1.26
3412,Xavier Hutchinson,11,7.2,8.46,-1.26
3170,Trey Benson,4,10.4,11.67,-1.27
1237,Gunnar Heim,6,3.5,4.77,-1.27
2179,Kyler Murray,4,18.1,19.37,-1.27
59,Adam Thielen,12,0.0,1.27,-1.27
160,Antonio Gibson,5,3.6,4.87,-1.27
1347,Isiah Pacheco,8,5.8,7.07,-1.27
2853,Samaje Perine,4,0.4,1.68,-1.28
3391,Woody Marks,1,0.3,1.58,-1.28
172,Ashton Dulin,8,0.2,1.48,-1.28
1614,Jaxson Dart,2,-0.3,0.98,-1.28
3267,Tyler Badie,10,0.0,1.28,-1.28
885,Dawson Knox,12,4.7,5.98,-1.28
1508,Jalen Nailor,7,5.7,6.98,-1.28
1851,Josh Downs,1,3.2,4.48,-1.28
1193,George Holani,11,0.6,1.89,-1.29
238,Bhayshul Tuten,7,2.2,3.49,-1.29
3002,Terrell Jennings,10,0.5,1.79,-1.29
141,Andrei Iosivas,11,5.0,6.29,-1.29
