"RK","Name","POS","Team","Bye","POS","ADP","FPTS","G","FPTS/G","TIER","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","TGT","REC","YDS","TD","UP","DOWN","MOVE","TARGET","WIN"
"479","Joshua Cephus","WR","JAX","8","WR358","999.0","3.7","10","0.37","18","0","0","0","0","0","-","-","-","2.3","1.4","17.6","0.1","-","-","-","-","-"
"480","Brenden Bates","TE","CLV","9","TE50","403.5","3.7","14","0.26","11","0","0","0","0","0","-","-","-","2.2","1.8","13.8","0.1","-","-","-","-","-"
"481","Kendrick Bourne","WR","NE","14","WR255","690.3","3.5","14","0.25","18","0","0","0","0","0","-","-","-","2.0","1.4","15.8","0.1","-","-","-","-","-"
"482","Tucker Fisk","TE","LAC","12","TE180","999.0","3.5","14","0.25","11","0","0","0","0","0","-","-","-","2.0","1.6","13.6","0.1","-","-","-","-","-"
"483","Erik Ezukanma","WR","MIA","12","WR163","641.0","3.5","8","0.43","18","0","0","0","0","0","-","-","-","2.4","1.4","14.9","0.1","-","-","-","-","-"
"484","John FitzPatrick","TE","GB","5","TE175","999.0","3.4","13","0.26","11","0","0","0","0","0","-","-","-","2.1","1.7","12.5","0.1","-","-","-","-","-"
"485","Zach Davidson","TE","BUF","7","TE109","678.0","3.3","14","0.23","11","0","0","0","0","0","-","-","-","2.0","1.6","12.1","0.1","-","-","-","-","-"
"486","Rondale Moore","WR","MIN","6","WR292","697.5","3.3","5","0.66","18","0","0","0","0","0","-","-","-","2.2","1.4","15.0","0.1","-","-","-","-","-"
"487","Kaden Prather","WR","BUF","7","WR244","689.3","3.2","14","0.23","18","0","0","0","0","0","-","-","-","2.0","1.2","13.8","0.1","-","-","-","-","-"
"488","Davis Allen","TE","LA","8","TE141","690.6","3.2","15","0.21","11","0","0","0","0","0","-","-","-","2.0","1.5","12.0","0.1","-","-","-","-","-"
"489","Isaiah Williams","WR","CIN","10","-","2640.0","3.1","10","0.31","18","0","0","0","0","0","-","-","-","1.8","1.3","13.2","0.1","-","-","-","-","-"
"490","Robbie Ouzts","RB","SEA","8","RB120","683.5","2.7","15","0.18","18","0","0","0","0","0","0.7","3.1","0.0","1.3","0.9","11.7","0.0","-","-","-","-","-"
"491","Jackson Hawes","TE","BUF","7","TE134","688.6","2.6","14","0.19","11","0","0","0","0","0","-","-","-","1.6","1.1","11.5","0.1","-","-","-","-","-"
"492","Michael Gallup","WR","WAS","12","WR288","696.5","2.5","10","0.25","18","0","0","0","0","0","-","-","-","1.5","1.0","11.3","0.1","-","-","-","-","-"
"493","Brady Russell","TE","SEA","8","TE62","561.0","2.5","10","0.25","11","0","0","0","0","0","-","-","-","1.5","1.0","10.7","0.1","-","-","-","-","-"
"494","Irv Smith","TE","HST","6","TE148","692.7","2.4","9","0.27","11","0","0","0","0","0","-","-","-","1.7","1.2","8.8","0.1","-","-","-","-","-"
"495","Travis Vokolek","TE","ARZ","8","TE56","456.0","2.4","10","0.24","11","0","0","0","0","0","-","-","-","1.5","1.2","9.0","0.1","-","-","-","-","-"
"496","Ko Kieft","TE","TB","9","TE172","999.0","2.4","15","0.16","11","0","0","0","0","0","-","-","-","1.4","1.0","8.4","0.1","-","-","-","-","-"
"497","Dylan Laube","RB","LV","8","RB148","689.0","2.2","8","0.27","18","0","0","0","0","0","2.0","8.4","0.0","0.7","0.6","4.3","0.0","-","-","-","-","-"
"498","Emani Bailey","RB","CAR","14","RB189","999.0","2.2","10","0.22","18","0","0","0","0","0","3.3","13.7","0.1","0.3","0.2","1.8","0.0","-","-","-","-","-"
"499","LaJohntay Wester","WR","BLT","7","WR147","580.8","2.1","10","0.21","18","0","0","0","0","0","-","-","-","1.3","0.8","9.8","0.1","-","-","-","-","-"
"500","Tim Jones","WR","MIN","6","WR327","999.0","2.0","15","0.14","18","0","0","0","0","0","-","-","-","1.3","0.9","8.7","0.0","-","-","-","-","-"
"501","Patrick Ricard","RB","BLT","7","-","2700.0","2.0","15","0.13","18","0","0","0","0","0","-","-","-","1.3","1.0","7.2","0.1","-","-","-","-","-"
"502","Clyde Edwards-Helaire","RB","NO","11","RB175","699.8","2.0","10","0.20","18","0","0","0","0","0","2.5","9.1","0.1","0.5","0.4","2.8","0.0","-","-","-","-","-"
"503","Devin Culp","TE","TB","9","TE81","640.5","2.0","5","0.39","11","0","0","0","0","0","-","-","-","1.1","0.8","7.7","0.1","-","-","-","-","-"
"504","Simi Fehoko","WR","ARZ","8","WR169","646.5","1.9","7","0.27","18","0","0","0","0","0","-","-","-","1.4","0.8","8.7","0.0","-","-","-","-","-"
"505","Zaire Mitchell-Paden","TE","BLT","7","TE79","631.0","1.9","14","0.13","11","0","0","0","0","0","-","-","-","1.1","0.8","7.8","0.1","-","-","-","-","-"
"506","Kylen Granson","TE","PHI","9","TE95","663.0","1.7","15","0.11","11","0","0","0","0","0","-","-","-","1.0","0.8","6.9","0.0","-","-","-","-","-"
"507","Tanner McLachlan","TE","CIN","10","TE47","335.0","1.6","13","0.13","11","0","0","0","0","0","-","-","-","0.9","0.7","6.7","0.0","-","-","-","-","-"
"508","Greg Dulcich","TE","NYG","14","TE143","691.3","1.6","8","0.20","11","0","0","0","0","0","-","-","-","1.1","0.7","6.6","0.0","-","-","-","-","-"
"509","George Holani","RB","SEA","8","RB106","622.2","1.5","10","0.15","18","0","0","0","0","0","1.6","5.2","0.0","0.7","0.6","1.6","0.0","-","-","-","-","-"
"510","Dee Eskridge","WR","MIA","12","WR112","357.0","1.5","8","0.19","18","0","0","0","0","0","-","-","-","0.9","0.6","6.2","0.0","-","-","-","-","-"
"511","David Martin-Robinson","TE","TEN","10","TE60","510.0","1.5","5","0.29","11","0","0","0","0","0","-","-","-","0.8","0.7","5.5","0.0","-","-","-","-","-"
"512","Nikola Kalinic","TE","ATL","5","TE193","999.0","1.4","14","0.10","11","0","0","0","0","0","-","-","-","0.8","0.6","6.2","0.0","-","-","-","-","-"
"513","D.J. Williams","RB","TB","9","-","2760.0","1.4","5","0.27","18","0","0","0","0","0","1.3","5.3","0.0","0.5","0.4","2.8","0.0","-","-","-","-","-"
"514","Brayden Willis","TE","SF","14","TE157","697.5","1.3","10","0.13","11","0","0","0","0","0","-","-","-","0.8","0.6","5.7","0.0","-","-","-","-","-"
"515","Zack Kuntz","TE","NYJ","9","TE126","687.3","1.3","10","0.13","11","0","0","0","0","0","-","-","-","0.8","0.6","5.6","0.0","-","-","-","-","-"
"516","Nikko Remigio","WR","KC","10","WR201","673.0","1.2","5","0.25","18","0","0","0","0","0","-","-","-","0.9","0.5","5.8","0.0","-","-","-","-","-"
"517","Chris Rodriguez Jr.","RB","WAS","12","RB151","691.1","1.2","8","0.15","18","0","0","0","0","0","2.0","8.9","0.0","-","-","-","-","-","-","-","-","-"
"518","Terrell Jennings","RB","NE","14","RB192","999.0","1.2","5","0.23","18","0","0","0","0","0","2.3","7.6","0.0","0.1","0.1","0.9","0.0","-","-","-","-","-"
"519","Albert Okwuegbunam","TE","IND","11","TE113","679.8","1.0","8","0.13","11","0","0","0","0","0","-","-","-","0.7","0.5","4.5","0.0","-","-","-","-","-"
"520","Xavier Smith","WR","LA","8","WR252","690.0","1.0","10","0.10","18","0","0","0","0","0","-","-","-","0.5","0.5","3.9","0.0","-","-","-","-","-"
"521","Laquon Treadwell","WR","IND","11","-","2800.0","0.9","10","0.09","18","0","0","0","0","0","-","-","-","0.6","0.3","4.3","0.0","-","-","-","-","-"
"522","Dante Miller","RB","NYG","14","RB97","551.3","0.9","5","0.17","18","0","0","0","0","0","1.2","4.8","0.0","0.2","0.1","0.9","0.0","-","-","-","-","-"
"523","Anthony Gould","WR","IND","11","WR240","688.0","0.7","10","0.07","18","0","0","0","0","0","-","-","-","0.5","0.3","3.5","0.0","-","-","-","-","-"
"524","Tom Kennedy","WR","DET","8","WR155","623.0","0.6","10","0.06","18","0","0","0","0","0","-","-","-","0.4","0.2","2.6","0.0","-","-","-","-","-"
"525","Stephen Carlson","TE","CHI","5","TE192","999.0","0.5","10","0.05","11","0","0","0","0","0","-","-","-","0.3","0.2","1.9","0.0","-","-","-","-","-"
"526","Kenny Yeboah","TE","DET","8","TE76","627.0","0.5","10","0.05","11","0","0","0","0","0","-","-","-","0.3","0.2","2.0","0.0","-","-","-","-","-"
"527","Kene Nwangwu","RB","NYJ","9","RB172","699.0","0.2","8","0.03","18","0","0","0","0","0","0.4","1.5","0.0","-","-","-","-","-","-","-","-","-"
